Event_ID,Date,Ticker_or_Topic,News_Snippet,Source_URL,Market_Session
Auto_41,2025-12-30,Federal Reserve,Opinion: The Fed is protecting banks from market reality — damaging its independence and credibility - MarketWatch (MarketWatch),https://news.google.com/rss/articles/CBMiuwNBVV95cUxOb1dnR1VsQV9waFNmc09ZT1JtZFZnSkJ1V1FKbGhBdlNVa29zRlU4UmpLZ3RZRGZOWDhBZEY5eHBmUzFQbllnNk92WW9jUUtyOXhKelVsRWJrYUNidGd5MG11alhiMUVXWFhyUXI2VG5sMDBEYUNQbS11MGc3TDQ1TkxLT3RzeFhESHJpcVlRNXQzdTJBUzI1LTJDYjNtMWNTWmRYdmJGbDRwTUVwSXZMTlpUZDIxY1BZVldFaGdBSV9qeV95R3p1OHlHYWxtcFdrSy1fajk2bzR0M3dBLVNoV0p6XzlRX2hjSXQ4Z044dW05d0pranExS3RVZkdsLTZxWGtCQTBkanJtOHFyaDJLSTlyREpfUlhBczY4enpmNi1fd29kdmdHcll5VHRoRW5pTmJsekZNTVRRWDhfcERxaEIyOWRRWlNRVTNKaDA0WnJ0WkIzb2dYdHZUWkRUZS1hdGZVdnd3aThtQnhadUFwQ2N1MlJiNC1iR2QxNjZFQnJ3YlhIeDhmYlBNazhBVkwtR1N3LXhmRG9vUTdjXzhiemE1X0JXaXJ0c0tBbGJlZXp6M3ZDbE1BSThLbw?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_10,2025-12-31,US Stock Market,Wall Street ends year's final session lower but posts big annual gains for 2025 - Reuters (Reuters),https://news.google.com/rss/articles/CBMitAFBVV95cUxOSm1OdnJoUWEtSHN4SDRhMjlRRUxpTTZHSldCVFBwVktLbndEYUI2UWdZMFI3MjQ3SHZMOG9aVTRYYlphakt0VkpteWRiU0M0U3ZyNW90OFJvNzR0eE9Db1VJSW5MYUcxRlZFcl9fZ0xOTy1Pa0tmMkxfeExTdWlKWVN1Q2J4RS1WNnZZV0NnRUtFUHVBUjhHMjRTNkpUTnFyQnFrTW43YzlJczltOEtlQTJacF8?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_01,2025-12-31,NVIDIA NVDA,"Exclusive: Nvidia sounds out TSMC on new H200 chip order as China demand jumps, sources say - Reuters (Reuters)",https://news.google.com/rss/articles/CBMivgFBVV95cUxQc25BdFZxZkZrbWoxTlpwNFRvR3lPN0pPUl9LMmQ4VTVWQTN4Qks2cGdJUHVCbGhMRUpEbF8wcEdfczM2VWVzTU0zMU4wWGVxd2MwNWYtaXhoOW9uaG1fNjZWLUp2YUlvNk5FSTVjaTdodGF6ODFldVo5MDZ5MUg1NnE5b2lsRHBnZU9PTkR2clF0R1R5cHM1SHgxNE1qRC1STEp3aFQtaTV0SU5tNG1CUGJ2YVRTT29adWFSZDd3?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_07,2025-12-31,Apple AAPL,What Can Trigger An Apple Stock Rally In 2026? - Forbes (Forbes),https://news.google.com/rss/articles/CBMipwFBVV95cUxPa3VqYU5YS00xczgzeE9XcC05R2J0THBVcl93VkxTYWtKSmRWRHd4SFdjbmdkRTlmLVhtcHVJLTVDRFJZRWJ2MW5EalBUZ1I5UV9IN0NXX3RFSXYwei1aUldQNHhHalpEWUxzQmhhVWRZVWEzekk2VlhzcURKYVJUbEhEWnFWWVdjN3ZkSThMZGJjOTQtSm1DRno5UXY4YjkzbHk0Sk02cw?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_08,2025-12-31,US Stock Market,"S&P 500 closes lower Wednesday, but wraps 2025 with a 16% gain: Live updates - CNBC (CNBC)",https://news.google.com/rss/articles/CBMid0FVX3lxTFBqM1lzOXRpZDQ5czlsVDl5QjB2bXN2SmlDZ0xnSnZiQTkwQjh1NG5HdU13bjRyMDNYem42aWdNd2Z3bzJjcDhkMUh1blZtYm9jTEFZLUNXRXQtZFl1TWl5clAxYVQ3cVFOUW1Vd0daTXUxQUxpTEFJ0gF8QVVfeXFMT0pIaUNtN1B4cEZUZWJtelZiMjZZcEhTRGdjckM2b05XMnBCejJZSFdJOE9wUUJuYzR4U1FFdXFsU1Z6ZGZ0dVhOTHZRSWg4OXoxS21oREw3Yk1RR0JuT2pjcFpsb3pma2o4bmdrcjZYMHN5MDVoSkRJVE1CLQ?oc=5&hl=en-US&gl=US&ceid=US:en,
R010,2025-12-31,US_JOBLESS_CLAIMS,"U.S. weekly jobless claims fall unexpectedly even as labor market softness persists",https://www.reuters.com/world/us/us-weekly-jobless-claims-fall-1-month-low-2025-12-31/,T+1
R034,2025-12-31,USD_MARKET,"U.S. dollar ends year sharply lower amid mixed global currency and Fed policy signals",https://www.reuters.com/world/asia-pacific/dollar-dismal-yen-muted-2025-euro-sterling-shine-2025-12-31/,T+1
Auto_16,2026-01-01,US Stock Market,"Stock Market News, Dec. 31, 2025: Silver Prices Slide; Dow Inches Lower to End 2025 - The Wall Street Journal (The Wall Street Journal)",https://news.google.com/rss/articles/CBMijANBVV95cUxQYmJoVUYtZFNCMG5QYkJSR3NhbmxoNGkzOVBldXBGNHZIeWU2VnlJQjNBbWYwa2ZyQmtjYTBuUWJVZFBfd3NuTDdMUEFtWEFPUFBrVnBwNThYVjg2RzdBdWZBV2dtQk1QdGxNNjJnQnRia2VIdldNSVh6Qld5TDY4R1dIMTJBLUZTWlRkMzVuRmFiYzc0QXptYWZ2Z3NiZmJxZ21oSUIwSXdaTC1ua2RkVEVRVHpYUkdYSHh3REU4Zm1SWFJvNmNvZHlnX1RoMWtPR0hpU3JwaU85azVTdVpjSE5IMGktdlRGeUFBWXdsOGlzY0tGV2RvQjVuZUZXUjB1Ny1jMmVSOGg2OFlHb3FTa0tIN1dzQjloS2hXU25yN2Vyd1NwSkYtNGN3cVFNM1BLTnJBbnFJU3g1TV9DNERLcHZMSFEtZE53aWQydHZPa01GRXdZRnNUU3FabkRCLVRvb2NOWDE4aEt4YVZhQWR3Rm1fVTJoYWlrREdOMHl6bkhmakNDb2dNcThMakg?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_28,2026-01-01,US Stock Market,Dow Jones Futures: Stock Market Rally Had Strong 2025; Tesla Delivery Beat? - Investor's Business Daily (Investor's Business Daily),https://news.google.com/rss/articles/CBMimQFBVV95cUxOQ3YtZDhVbHlHdkpObWR4UFV3Z29tM05vdlB3a2FudnQxTUlrdERmTVB0aV95S1h6RWdHV05wTTRQeXZaazR2Z21jR01lYkVQTVN4N3lYdmZlbmNlbmN1R0lqYnhJcW95dm92RldXbGR1VHRsOWVTTUp1RUV3cjQ3aVd0RFF1c0F5ZzZ2dl9sTTVoRTV6QWp2dw?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_39,2026-01-01,Federal Reserve,How Bitcoin Fits Into The History Of The Federal Reserve - Forbes (Forbes),https://news.google.com/rss/articles/CBMisAFBVV95cUxNOG0tbDJZeTVNTFVHa1BxVkpFMWphOUhXSDFMeXRRUUluM3pzUU5GcDlUbWNrRklGckFTMVh0dlFpZDBzS1k5MlNVVGFVQVNCQkxicVpVbWg3dXFSNWJGZk5wZFJfa1BrU3RyU05XMVhJNDdhMWlyZkZsYzNINDZhVkVGRWg2MEJDTVJhNG8ta3RJOXZYSkdLZXhOWkU1WUgyalB1T2VWS2NyWjl0MWw1cg?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_05,2026-01-02,Apple AAPL,Is It Time To Reduce Exposure To Apple Stock? - Forbes (Forbes),https://news.google.com/rss/articles/CBMipgFBVV95cUxOSVdjVmZ1THRxYUZ4ckp2bjUxVkRTZHRCSnZxSWNSSVNvYnVYdVNyWkhCUWU3Wk1vRUpkOFo3Ums1MW1NSnh1cXVKazhUT2xSaFZCS2VFN0t4MUlXbldwWFFTb2RCdldHUFB4TWtjRFZzaV9PaG9pWnNnWU5sYUhUZkstNFhISGpqcFY5YzVOY1BiejBmMUw1VUNCZC1TV2EtSVBGVC1R?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_06,2026-01-02,Apple AAPL,"Raymond James downgrades Apple, says gains will be hard to come by in 2026 - CNBC (CNBC)",https://news.google.com/rss/articles/CBMirwFBVV95cUxQV29XS2l0bmVlRVZtdzYwVWdqdmY1bnQxSzlSd0hfS19RaGZPQ0NFU011cGlwWnZwR3ExWk9hTVV1MkRaMDEwdkpIcHRRQzJ0MWdkQ1BXSFJLZGt2Qld1UVFRanYtMlpVWmJGc1cxdElrZ1lGS0hORGRKaFFEdFZwcFc4cUpOYXdTY2t2ZGw3M25VanNFUTY2QUJtaGtYMnBkeGxodzVnaC0yQm81c29z?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_09,2026-01-02,US Stock Market,Nasdaq 100 Futures Rally in Lively Start to 2026: Markets Wrap - Bloomberg.com (Bloomberg.com),https://news.google.com/rss/articles/CBMitAFBVV95cUxQc09RR2J0cFZXa3JpUUVlMWxHRmRWamlVblNRT2RWQzAxeUdYbUZXYnFBNHJnSmhJOWFLTzRxOEV1RTJFYVpuYzBSaEY0d0RCNkh0ekg1YjN5bmhfZDFqcXlVRWlCY2tMVFpmdlU5Uk9fZDB1ZGEyV3lkTVVNTmdLbTJsWWJ3Q0lJM1lxLVhqQzQ5ZTZKLWxlVHpLRkUzX1B1YlJ3RjBWQ1l5RVNlTjNmWGI3QWg?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_13,2026-01-02,US Stock Market,S&P 500 closes higher on first trading day of 2026 as chip stocks offer small boost to the market - CNBC (CNBC),https://news.google.com/rss/articles/CBMid0FVX3lxTE9oclN1bEswUG9GY2hMTjVPMkhtbDl3VnV1WkhSTFZOcHdIMk9zMFJ3SHFpcTl6MU56d05CRVlDS0JHWjFKb2Y2U3J5dkRDNXFaMlpvNERQX3J2eVd1ZkRxRUFVSnN1ODVGa3dncGl4RzlNUmRDelE40gF8QVVfeXFMUE5YbHpkX3lTWlNoNW5FYWV6RVc4TDc4RzE5NzB1a01nUnJEbVdrRWgwVEphZjA2Mm5JYWRIYnpYZFlhb3RaTUxCUXhsS0lxSGJLTlg0M1RjbFNsRGFtbzJRSDQ0LVNRREo2QjQ0dnQyRU02cVo4Qm5HcVlhbg?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_24,2026-01-02,US Stock Market,Stock market today: S&P 500 opens higher to kick off 2026 trading - Yahoo Finance (Yahoo Finance),https://news.google.com/rss/articles/CBMiggFBVV95cUxNYzBvQ3A1d0d0TEc4LWlWNE1WTDN1RVVzU241aXl0R2J3M1dYMGk0VzVTSXlQeUtTbkNqSWV2d1p0ZlZpSnJ3Wl9fQTRlRWd1NVV3b2lEblBfM3Z0RkdZcEFjS215ZHFGWHpGR0Z0QjF5Z1J5czdsS1dUVm94VHV3?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_26,2026-01-02,US Stock Market,S&P 500, Nasdaq start 2026 higher as tech, chips gain - Reuters (Reuters),https://news.google.com/rss/articles/CBMioAFBVV95cUxPeVNjQnNPTGZJcVVZRVBvY3N5XzZ3T0Fud0d0Tkh0YlE1aWl2dGlrQnhJbV9sY0s5MGhQNWZpNVNMMWpkd3Z3bm9wS0o1M1o5emF6N05vX1F0WFRrUExUOTJ6S0YwbWRoWjhyZ2p2NURiMHVkU1YxZExyZlItZmF2R09lU1o2aXBya2dZSkVvY3I3emVpajd3emFwX3Vv?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_34,2026-01-02,US Stock Market,Stock Market Today: Dow, S&P 500, Nasdaq Open Higher to Kick Off 2026 - Investopedia (Investopedia),https://news.google.com/rss/articles/CBMie0FVX3lxTE53cW1TNDVjS0RjUlpjS0hUeHljMmlMREhZc1N3N1I5SkxMZE1QclFZZmVxcl93U3NqSEt4aUpDWHp2YVpHcnZ4Y3h2N2J3Q1h5clIyRklvMWU0a2lXUFNxQ3R1X0d6T2J0Y2h5aXh6X19hWk1hY0c5WQ?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_37,2026-01-02,US Stock Market,Dow Jones Today: Stocks Rise To Start 2026; Tesla Stock Slips On Delivery Miss - Investor's Business Daily (Investor's Business Daily),https://news.google.com/rss/articles/CBMilwFBVV95cUxQbm00ajQzNWk0Q2R5c1pIbm1pYjZ6aW5rYjY2dWh0UjJ4aFVwM091dkY1S3U0aUtJRGZkM3B0RzdnSlI3WURrNW1aRW9mNlluRVd4akRURDNhRUlxS0h4Rkl2b3Bfcnk5V1I1Q1h6MFljN21jRE1pYllCczd6TVB1OVZkbFphbkxHNDdtOElvbmV0?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_04,2026-01-05,NVIDIA NVDA,Why chip stocks are extending their gains ahead of Nvidia’s CES speech - MarketWatch (MarketWatch),https://news.google.com/rss/articles/CBMitwNBVV95cUxQdzFPTkdyNUJnMEZLLUcteEtxOHZmVjV0Q0taVVVxeE1HbW9HMldkdDR5U2hFNnBZRXBlMTFVVDVqQVBqQzJqSnZKbG5zaDZuQXZvajBERDAzeHVyOExCM092UEV3dHJ1U2pMWVNFUXpHNmJRaW1IcmJrd0Exa0pIZHY4aWd1LThFRjJGVUo5MHdQcnYtRy1uNU4yaTY4Z0FyeHk0bnFQOFFrQ0Z5RUhUYjU5dlR1NTA3LTUycm12dVVZdGVDNlVkcGYxNnphZmNkTzZBcUpCSG5wbVk1OGxpNE9neDVyNER2LVdDcmc1NkRjc2t6d3FSWDJHOEl5dmNfbHdwcHNZY0xjSUtJMW0xRGlYWmk2WmNfZzhSbUR3VUY1UThxdTRsSHBWbWZLT19oVHFjWmhkN1NxVlVrQ1kxdU41WDliSGdfU3d6YWx5R3NibHppVm5ROE00bXpLcGxTWWwtTmRLaC1mM29DYm05TC1HbUt3YVZJNnFuTElZaGFWdHpsbGlHRzRjWk5kdVY3ZW05VHIwM2txRnBhcENIaFJJYkxxMl9ZMXdIZHgxbXNzQVBfUlY0?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_12,2026-01-05,US Stock Market,Dow jumps nearly 600 points to close at a record as markets rally after U.S.-Venezuela action: Live updates - CNBC (CNBC),https://news.google.com/rss/articles/CBMid0FVX3lxTE1uUFFaZ1o1dGFvSnozZ21TN21fVzExNmRGQzBJWElkWjU5TTBBLVVySzZHc2xqelVFZnpoU05VV1VrdGI1bzBYT2w0TTN6a0RTeG03Mk42U3F0OVpKUVM2OUpnMWpWT2Z3dE94U3lRamV3MUNINkEw0gF8QVVfeXFMTnMzV1JaNEJpbUQ5Z2tGTzlObm4yN2o1VHYwT2J1YkVRdVp2TUF4SVRYbHVnWkhxV0FqUFB3Y21aU2JSd3FJV00wNnJBR0hTWHdDX0Rrbk9zZ0lFcUxNN0ZpeV9ONHZqQlpQczJ3b250c0ZJTm45SWMwX3VfdA?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_17,2026-01-05,US Stock Market,"Stock Market News, Jan. 5, 2026: Dow Jumps to Record After U.S. Captures Venezuela’s Maduro - The Wall Street Journal (The Wall Street Journal)",https://news.google.com/rss/articles/CBMijANBVV95cUxNb1J1UVJWUXNFbVRQdERPdEFPeU9TaWhxZGFHMGs3TVoyRGdWZHVGWXREX2FzSHE2dU9XbDBaRUVoZEkyT1lyVUVNbHdFNkk0b2hFRUw0N2ZMeDJRaV9UTmwtT2VodFV0OWR5ZnpEdndhVmRWV2c3ZDc3ME1SMmxlM0hGYmplTE9kSDVnNmxoQl83dHE1SjBmR1RxTlMxUU9CQzNaX2tuODZWOXktNWVLbFVBM3M4QjBRbXM1cFFNVzBoNlNnNE0tTW1vakNwa2pwclZFVDBpTDdpU2JzUk5nUnhtQ1NzV2poZW1YUW1fU25FdGY1WHBiTHBETlVaUGtKRHE4OGdlaGhQQ3JzVURrU0Q0ZzlNX1pwZWI5YWtoOFRRSkhQbmsxbndUVFlpeUJyVmt6dG90Sk50TXN4emFJNDR6MV9FYml4RHBYQUw1SktXZVlLa2MwOXRQUldvZHVZNnFjSTN1aVBGY1Q4b0FWcjNYWld3el9DVXZnZDVkeGxkTzdDMWxvQW1xMlU?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_18,2026-01-05,US Stock Market,U.S. stocks show little reaction to Trump's extraordinary Venezuela action. Why investors see a bull case - CNBC (CNBC),https://news.google.com/rss/articles/CBMi1AFBVV95cUxPb2JDM2ZSdnpJMUdTQ2FfdEhRUGtueFVMYXpJUE1NODhjSEFQMHNKRHVCNzNPb2J3SXVaa0ZmRTB4ZUFUZ0tXT3hlMVU4ZVdPcHdHa1ZCUklBNklGemJCejdkLWFTYnlyaW9zb1FSeGVkRjl1c1hGYy1CWmxMdGRqVGJZR0x3TDl6OGdaRnduc0pvRVBZU1JQQTVyLVFUNnBQaktCWFdUQWM0UWxmcTI1RXNUc1JkQzBfcGNRWWcxZFFwaGNsM01EeC11b2doTFRnbmE0eNIB2gFBVV95cUxPUkdxRjNfcnI2VFVuUS1BRlVDV3ExeXhhdENsSnV2S190dV9qMmdpczNGYUhhc0pFNWpkREJsM2l5N3JjUGR1bk84SWVERGJBWXBIQlJraGJfS2xQZDNvb00zaGIwbjczMTBpcFR4M3hHbXpBNTA4RXNGM0xLQmc0U0tuNFo3SXczNi1Bd052Sk15WmZVS2dxZ2c0VDhmS2gyY25iZ1E3dU1IMXI1STVOdDV2eEVxcTN5SEl2OE5jQ3Q2RzA0d3ppSWpsZUpFcE1IRVg4MGlUMG85QQ?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_20,2026-01-05,US Stock Market,Dow Jumps to Record After U.S. Captures Venezuela’s Maduro - The Wall Street Journal (The Wall Street Journal),https://news.google.com/rss/articles/CBMimgFBVV95cUxNY2M5eGpoXzJ4Njh1eENWdk5lTzNkN253VlJSM3Z6X0w1c19tMEl1emQzX3Y1Y2dKMXZIdHhWNDkwZmVvVEV1NmxJd1d3c01rZFR2c3N4bHlzM0dDQXl0OXR1X1R0a2R6QzltV1B3S3MyZXZUUkVnS1YwUGw5UVdrUEdxXzExX0d2VndvdmxTSm1qU0d3?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_23,2026-01-05,US Stock Market,Stock market today: Dow closes at record high as Wall Street shakes off geopolitical headlines - Yahoo Finance (Yahoo Finance),https://news.google.com/rss/articles/CBMiiAFBVV95cUxOczF5NVJUZl9nZ09hLW1kQ2VzT0NnQ1l2Z2Q0bDJ5SjF6U2dUb2JvYnNPM3ZpWk55Q051ZzM2RE45VjV4aTdpb3hQY085eXNDT212YklWZEpQbkM1a3lKdVhpdHk5TXZUcnU2em0tS2dUV0dfMGxIdnh4c3Z4Z3NfU29LcGg?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_27,2026-01-05,US Stock Market,Dow Jones Soars To Record High As Tesla Stock Jumps On This; Nvidia Rival AMD Dives At CES 2026 - Investor's Business Daily (Investor's Business Daily),https://news.google.com/rss/articles/CBMimQFBVV95cUxQbmI2RWl6eDltS2xJMG9fX3VvTUpXdzJzX2Nmb3A4czh3R0xIYXp4U0V6dF9oUjZlWWhlV0t2SjN2b2Z6U0p3Y1lkc2k0SzhwM214a1VwZUpZejFqZ1B0N1pQakRCRG1uR1F2Nl9oM05XNFN3a2c5X3hPNTJ2d3JtV0g1U2p2Y3R6Z3d5R3BvR2Zfd2ZqUUk?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_29,2026-01-05,US Stock Market,"S&P 500 ends lower as materials, energy stocks weigh; Dow hits record high - Reuters (Reuters)",https://news.google.com/rss/articles/CBMipAFBVV95cUxQSmJ0X295S21KTHJmSzIySm5jN29zSVZ4M3J0cjV6bmhQc0RjR3B4Y21KdVlJRG1YUVZfdElVd01kclFkMEZzSE5XSGhTbzRzWHB3d1d1VkE2V29fSWlGUGN3bXJQUVhsWnNpTkZ5T0xyZ1J6Y1h2MndkRWdEVXU0S0pXWlViSnpfOEViQ1V6S09fV00wR2Z0RzJCVXFjYjlqVGl4?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_30,2026-01-05,US Stock Market,Dow closes at record high; Nvidia and tech stocks lift S&P 500 and Nasdaq - Yahoo Finance (Yahoo Finance),https://news.google.com/rss/articles/CBMiiAFBVV95cUxQZ1YycW1yYkt2bVR2YUVpZ0p6XzBBRzQzR3V6bk9rU3Z0cWtoOWl2c0NxbXNrc1BqMndhRXZqakd3VXZ3SDBzSnQ5bWR5RVFzUnp5TmlwSnY0LVJ3NWdDTEZ4WkZ4Tk11X2R0eW0zOGd3R190VjVpQ1Z3SllzU2Q3UnZ1NFB1?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_33,2026-01-05,US Stock Market,Stock Market Today: Dow Ends at Record High; S&P 500, Nasdaq Slip - Investopedia (Investopedia),https://news.google.com/rss/articles/CBMicEFVX3lxTE94TnhuSE15X1M3YUR3MDRmQ1RzU0V2YjJtdFp4b29wS29mNkN3SWs3R2x2Ym5lQ2VzT0NfaWJLV2E1V0JjVE9kWWQ2dFF4czl6ZVRrT1dTVXZmSHd3ckZqZllrbTlvYjF5eFl6YjN2?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_35,2026-01-05,US Stock Market,Dow hits record high, S&P 500 and Nasdaq dip as investors weigh US-Venezuela news - Yahoo Finance (Yahoo Finance),https://news.google.com/rss/articles/CBMiiAFBVV95cUxQUW50ZTZkY3J6R3h5MG91V3JzMWFmR1o0X0hVd3k0OWZrb1FSMTR5R0tObW41dm9rTXlQYm16anQ1UHV1eThRMWozN3NNV3d4aW55akx2M1h4RWlyY2hXSHlDQUxLWHZ0T0l6eG9hVzE4ajh0NVVpOGtZSkZfQkVfdHdrWnBv?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_36,2026-01-05,US Stock Market,Stock Market Today: Dow hits record high as Wall Street shakes off geopolitical headlines - Yahoo Finance (Yahoo Finance),https://news.google.com/rss/articles/CBMiiAFBVV95cUxQT2tZbk54RVZ1TVdKbjVfQUlfdU5pQWdfU3A0X2ZtMGl5eU9rUzlZb3ltam51c0tqZ250Qzl4R2xJb1cxeDBsSkM1TVZqZ0ZqSVY4R0pIVlZ0S3hQUktfcl93c09qRE42QnFXTkF4d1dFZmkySVVfTkJjTXZWcE5YQnJzMHk5?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_42,2026-01-05,S&P 500,Stock Market News, Jan. 5, 2026: Dow scores fresh record close; Chevron stock soars after Venezuela operation; gold and silver climb - MarketWatch (MarketWatch),https://news.google.com/rss/articles/CBMixgNBVV95cUxNSnRscGdJTE9uSmxBaTQzbkRZVTBlS2Nnc1h2NWNtcTFwOXhxOEYxaTZtT2x6ODM4TjlwYVF3VFAtV1dMMEJ6VDVYMEE2VFlBUVJMMzNSWDd6ZG9oWmd1VGVzUGdFdDhlYU9BQW16LWNiZk80aWplbVZDbVV1NUc4Z3IzdVdrZVJqY0tvd3ptN0ZfWGhFcU92MVJwZDdLcUszTlF0VDVyQ2hRSHdaeHdIcUV2eVlrQ18wYkdIWURoaE1qd250SGdjRElSNldPZ2RHU2dzQWpwWmJqb0U0QzhpX1c2SlYzbmtVVXd3OTMxdDl2MXg1dmpZQjJfbktYYWtzVTVGSlExZHFmZjRkdzkyQWRiSFB2V3RzRWlWeHJiM3VNOTBlcXpYOW5GMTJJZnZ3elFvLXlkUkF4bE1WRmh5MWhVVTl6SWpDNjMxRVYtOXNJZ2ZXOS1FbEU4VWt5dWdTYUQ4LXlqZ2pBemZCeDhrS2NyTWg0bW5UMnBydWJFXzY2WF94ZUpXS3h6b2tmYlUtZzU0UFhUR3dOaG5rc1cyY3JtbWxYNnZYUlJxRTktQ1AwT2JkZUpFeU5Qa0xpUDQtck1HYWhn?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_43,2026-01-05,S&P 500,Stock Market News, Jan. 5, 2026: Dow Jumps to Record After U.S. Captures Venezuela’s Maduro - The Wall Street Journal (The Wall Street Journal),https://news.google.com/rss/articles/CBMijANBVV95cUxNb1J1UVJWUXNFbVRQdERPdEFPeU9TaWhxZGFHMGs3TVoyRGdWZHVGWXREX2FzSHE2dU9XbDBaRUVoZEkyT1lyVUVNbHdFNkk0b2hFRUw0N2ZMeDJRaV9UTmwtT2VodFV0OWR5ZnpEdndhVmRWV2c3ZDc3ME1SMmxlM0hGYmplTE9kSDVnNmxoQl83dHE1SjBmR1RxTlMxUU9CQzNaX2tuODZWOXktNWVLbFVBM3M4QjBRbXM1cFFNVzBoNlNnNE0tTW1vakNwa2pwclZFVDBpTDdpU2JzUk5nUnhtQ1NzV2poZW1YUW1fU25FdGY1WHBiTHBETlVaUGtKRHE4OGdlaGhQQ3JzVURrU0Q0ZzlNX1pwZWI5YWtoOFRRSkhQbmsxbndUVFlpeUJyVmt6dG90Sk50TXN4emFJNDR6MV9FYml4RHBYQUw1SktXZVlLa2MwOXRQUldvZHVZNnFjSTN1aVBGY1Q4b0FWcjNYWld3el9DVXZnZDVkeGxkTzdDMWxvQW1xMlU?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_02,2026-01-05,NVIDIA NVDA,"Nvidia wants to power robotaxi fleets with chips, software by 2027 - CNBC (CNBC)",https://news.google.com/rss/articles/CBMiqAFBVV95cUxNQjdrYTR4RFVQcW5nMk80TnV4M09LRW10UjY5bUd1YWp3cHR3djRicGlTZ1dNeWluQ0V1Z3J3MWQ2MUpmNWhUQ1Ntd296cXhET1BWOS1NZ3VIU2s1MkpLYnNUdDJyaGFTNVZRMVc3Ml9Id2V5dnFfUDMtM1FZbjFMTjRHdG1DM1l3STBvUU9xc2tPanBtd2t4eVJ5Q2pqRFJFSWVTMTRnRUjSAa4BQVVfeXFMTjJxU29RX3B2ZUVlWU1OUUd3cFg3aEVHUld0ZW82bFcxektJWElEWjIwdTZoOWpTRU9IRl9rMFE4dzd2ekFlWUR3TFUzNzBvd3V0NkVDTzE5X1JEOFRYMEhoTFJUdTdOTllBZTc0YW0xLS14QVVLTk9fbTJHTzdyN3haeXc3RTBYbnBzN2dXLTdXRy1mTzI5d0VIREdNSjhXSlNXZmQ5aXY4aUg5RTBn?oc=5&hl=en-US&gl=US&ceid=US:en,
Auto_03,2026-01-06,NVIDIA NVDA,Nvidia Unveils Faster AI Chips Sooner Than Expected - The Wall Street Journal (The Wall Street Journal),https://news.google.com/rss/articles/CBMilwNBVV95cUxOZW5kZ1ItSHJScXQzcGZHcVRnNzFvdEQ0NE1rZnlhMFNENm04dEF3WWFjWjQzRHhQV3Jwb0VwMGtnMEFnTm0yQkJzdTYyZE9vNUhEeUVDem9MSmhUbHhiNlc0UDAybjBRM0QzMlJwVnBVVHpsc3pRNi1ydWJucW4zTnk0QzB0a1BDZnAtRU4wTC1HT0tGTWd4TFg2TUxrU1JSelg3OGNmV0lmZEIxV0tSYjRKMEg1UW54QWktZUJkS1ZfV1JyOTVCLUc2TVV3QnMzRElKNHZjTVdZVFM4dXJVNjdtaVpaWDRGWXBod2tyOUhRRWRUVk9iVDB1MHBhVFZ2NGNuOURodGJqcHBlckhXVC1XYkFCaUE3V1VGdWEzVm00a2dqMzFtekZhXzNmY05RSHN4aWRIcTJxMG5VVTI4ejlKbkZVU3pkQUNlUG90WGRLQUNzUlVqcEtjakhyLWNndXYxOGhIbWhjQVYtV29TTzhpamJsUkhjTmExUWhLaHhaeTNxUHNaRWNkYkw1WjdRMTREdFJacw?oc=5&hl=en-US&gl=US&ceid=US:en,
